Precision@1,Precision@3,Precision@5,Precision@10,Recall@1,Recall@3,Recall@5,Recall@10,nDCG@1,nDCG@3,nDCG@5,nDCG@10,MAP,method,model,alpha
0.55,0.33555555555555555,0.23800000000000002,0.13033333333333333,0.38802777777777775,0.6131388888888889,0.6851944444444444,0.7366666666666667,0.55,0.6529348485952403,0.6623587525009417,0.6576072930911931,0.595056746031746,linear,MiniLM,0.55
0.5533333333333333,0.3411111111111111,0.24333333333333335,0.13033333333333333,0.3918055555555555,0.6223055555555556,0.7030833333333333,0.7366666666666667,0.5533333333333333,0.6767251722440489,0.6763166537761093,0.671555286763635,0.6066345238095238,linear,MPNet,0.55
0.53,0.3322222222222222,0.23733333333333334,0.13033333333333333,0.3713611111111111,0.6070277777777777,0.6865833333333334,0.7366666666666667,0.53,0.6468832990059545,0.6599656848700781,0.6553561642347673,0.5848808201058201,linear,MiniLM,0.6000000000000001
0.5366666666666666,0.33666666666666667,0.2426666666666667,0.13033333333333333,0.37513888888888886,0.6156388888888888,0.7022499999999999,0.7366666666666667,0.5366666666666666,0.6672406681369065,0.6677945889691127,0.6627593398931977,0.5931345238095237,linear,MPNet,0.6000000000000001
0.5166666666666667,0.3311111111111111,0.236,0.13033333333333333,0.3580277777777778,0.6020277777777777,0.6825833333333333,0.7366666666666667,0.5166666666666667,0.6398592632083356,0.6529381053584006,0.64845869913093,0.5739727513227513,linear,MiniLM,0.6500000000000001
0.5233333333333333,0.32888888888888884,0.23933333333333331,0.13033333333333333,0.36180555555555555,0.600361111111111,0.6967499999999999,0.7366666666666667,0.5233333333333333,0.6584709022916684,0.6638559052208388,0.657089443208661,0.5816444444444445,linear,MPNet,0.6500000000000001
0.5133333333333333,0.3222222222222222,0.23333333333333334,0.13033333333333333,0.35247222222222224,0.5859166666666666,0.6758055555555555,0.7366666666666667,0.5133333333333333,0.6310894973630975,0.6431406393598106,0.6401325601696358,0.565512962962963,linear,MiniLM,0.7000000000000001
0.5066666666666667,0.3222222222222222,0.23666666666666666,0.13033333333333333,0.3484722222222222,0.5859166666666666,0.6883055555555556,0.7366666666666667,0.5066666666666667,0.6402166323392878,0.6488332791597852,0.6450047858243425,0.5671694444444445,linear,MPNet,0.7000000000000001
0.51,0.31666666666666665,0.23200000000000004,0.13033333333333333,0.3491388888888889,0.5770277777777778,0.6740277777777777,0.7366666666666667,0.51,0.6283712811071451,0.639598803789185,0.6358232366256471,0.5602931216931217,linear,MiniLM,0.7500000000000001
0.5,0.31777777777777777,0.2346666666666667,0.13033333333333333,0.34180555555555553,0.5759166666666666,0.6843055555555556,0.7366666666666667,0.5,0.6287286502380972,0.6472379912414415,0.6406391119988689,0.5599800264550264,linear,MPNet,0.7500000000000001
0.4866666666666667,0.30777777777777776,0.22733333333333333,0.13033333333333333,0.3324722222222222,0.5575833333333333,0.6606944444444444,0.7366666666666667,0.4866666666666667,0.6126771006488114,0.6313016483275488,0.6285313148818633,0.5466132275132275,linear,MiniLM,0.8
0.49333333333333335,0.3111111111111111,0.23133333333333336,0.13033333333333333,0.3384722222222222,0.5620277777777778,0.6754166666666667,0.7366666666666667,0.49333333333333335,0.6187286502380972,0.6392270941166918,0.6340039737809209,0.5538332010582011,linear,MPNet,0.8
0.48,0.30222222222222217,0.22666666666666666,0.13033333333333333,0.32580555555555557,0.5481388888888888,0.6590277777777778,0.7366666666666667,0.48,0.604165082750002,0.6261385154301032,0.6220518587459929,0.5386740740740741,linear,MiniLM,0.8500000000000001
0.48333333333333334,0.3,0.22666666666666666,0.13033333333333333,0.3291388888888889,0.5445277777777778,0.659861111111111,0.7366666666666667,0.48333333333333334,0.6066255510595256,0.6286439172994273,0.62506045674169,0.542118253968254,linear,MPNet,0.8500000000000001
0.4766666666666667,0.29444444444444445,0.22333333333333333,0.13033333333333333,0.3241388888888889,0.5353611111111112,0.64875,0.7366666666666667,0.4766666666666667,0.599343767315478,0.6198621276552196,0.6166334519977041,0.5329090828924162,linear,MiniLM,0.9000000000000001
0.48,0.29333333333333333,0.22399999999999995,0.13033333333333333,0.32580555555555557,0.5328611111111111,0.6506944444444444,0.7366666666666667,0.48,0.599343767315478,0.6190920032425479,0.61746443461152,0.5345770723104056,linear,MPNet,0.9000000000000001
0.47,0.2922222222222222,0.21666666666666667,0.13033333333333333,0.31969444444444445,0.5303611111111112,0.6288055555555555,0.7366666666666667,0.47,0.5929348485952403,0.6106397919181363,0.6092277789743871,0.5248482363315697,linear,MiniLM,0.9500000000000001
0.47333333333333333,0.29444444444444445,0.21866666666666665,0.13033333333333333,0.32080555555555557,0.5336944444444445,0.6328055555555555,0.7366666666666667,0.47333333333333333,0.5956530648511926,0.6111854671745601,0.6114669797760318,0.5272818342151676,linear,MPNet,0.9500000000000001
