Precision@1,Precision@3,Precision@5,Precision@10,Recall@1,Recall@3,Recall@5,Recall@10,nDCG@1,nDCG@3,nDCG@5,nDCG@10,MAP,method,model,alpha
0.5566666666666666,0.32888888888888884,0.2306666666666667,0.13033333333333333,0.39302777777777775,0.600361111111111,0.6680277777777778,0.7366666666666667,0.5566666666666666,0.6453953169047638,0.6550756133461868,0.6488284759803116,0.5896941798941799,geometric,MiniLM,0.5
0.5766666666666667,0.33555555555555555,0.23333333333333334,0.13033333333333333,0.41180555555555554,0.6120277777777777,0.6784722222222223,0.7366666666666667,0.5766666666666667,0.6706736226547632,0.6732900115374588,0.6648562441702106,0.609262433862434,geometric,MPNet,0.5
0.5533333333333333,0.32555555555555554,0.2306666666666667,0.13033333333333333,0.3913611111111111,0.59425,0.6690277777777778,0.7366666666666667,0.5533333333333333,0.6414468664940497,0.6519750646193972,0.6458205183235941,0.5866370370370372,geometric,MiniLM,0.55
0.56,0.3311111111111111,0.23133333333333336,0.13033333333333333,0.39847222222222217,0.6011944444444444,0.6706944444444445,0.7366666666666667,0.56,0.6627767218333347,0.6648185632317847,0.6577132263935022,0.597352380952381,geometric,MPNet,0.55
0.54,0.32555555555555554,0.23,0.13033333333333333,0.37969444444444445,0.5903611111111111,0.6656944444444445,0.7366666666666667,0.54,0.6356530648511927,0.6470317071522454,0.6418456321292166,0.5786132275132274,geometric,MiniLM,0.6000000000000001
0.54,0.32555555555555554,0.23,0.13033333333333333,0.38013888888888886,0.5917499999999999,0.66875,0.7366666666666667,0.54,0.6515464876785728,0.6584989552135853,0.6511806206212187,0.5839912698412699,geometric,MPNet,0.6000000000000001
0.5333333333333333,0.31888888888888883,0.22866666666666666,0.13033333333333333,0.37469444444444444,0.5775833333333332,0.6616944444444445,0.7366666666666667,0.5333333333333333,0.6266255510595257,0.6412829306984841,0.6374807841300397,0.5728629629629629,geometric,MiniLM,0.6500000000000001
0.54,0.3233333333333333,0.22933333333333333,0.13033333333333333,0.3784722222222222,0.5850833333333333,0.6670833333333334,0.7366666666666667,0.54,0.6351375689583351,0.6521177442026798,0.6443276475680415,0.579368253968254,geometric,MPNet,0.6500000000000001
0.5233333333333333,0.31555555555555553,0.228,0.13033333333333333,0.36469444444444443,0.5714722222222222,0.6605833333333334,0.7366666666666667,0.5233333333333333,0.6226771006488114,0.637225553790697,0.6330442977635563,0.5646526455026455,geometric,MiniLM,0.7000000000000001
0.5233333333333333,0.31777777777777777,0.22933333333333333,0.13033333333333333,0.36180555555555555,0.5781388888888889,0.6670833333333334,0.7366666666666667,0.5233333333333333,0.6302166323392878,0.6456999331408304,0.6383462961770938,0.5669707671957673,geometric,MPNet,0.7000000000000001
0.5166666666666667,0.3088888888888889,0.22599999999999998,0.13033333333333333,0.3558055555555556,0.5614722222222223,0.6544722222222222,0.7366666666666667,0.5166666666666667,0.6153953169047639,0.6309621012765934,0.6276893295475383,0.5565177248677249,geometric,MiniLM,0.7500000000000001
0.5066666666666667,0.3088888888888889,0.2273333333333333,0.13033333333333333,0.34680555555555553,0.5611944444444444,0.6619722222222222,0.7366666666666667,0.5066666666666667,0.6199588843928591,0.6388813263417982,0.632726240637417,0.5554195767195768,geometric,MPNet,0.7500000000000001
0.5066666666666667,0.30444444444444446,0.22599999999999998,0.13033333333333333,0.3491388888888889,0.5506388888888889,0.6544722222222222,0.7366666666666667,0.5066666666666667,0.6060104339821447,0.6267617397394515,0.6234506259018013,0.5502207671957672,geometric,MiniLM,0.8
0.5066666666666667,0.3044444444444444,0.22666666666666666,0.13033333333333333,0.34680555555555553,0.5534166666666667,0.6586388888888889,0.7366666666666667,0.5066666666666667,0.6160104339821447,0.6331697193887199,0.6280190166258529,0.5519830687830688,geometric,MPNet,0.8
0.49,0.3,0.22466666666666668,0.13033333333333333,0.3358055555555556,0.5417500000000001,0.65225,0.7366666666666667,0.49,0.599958884392859,0.6235517381486236,0.6195817640132762,0.5411030423280423,geometric,MiniLM,0.8500000000000001
0.49666666666666665,0.30222222222222217,0.224,0.13033333333333333,0.33913888888888893,0.550638888888889,0.6500277777777778,0.7366666666666667,0.49666666666666665,0.6135499656726211,0.6267455125747492,0.6237118926119486,0.544775,geometric,MPNet,0.8500000000000001
0.48333333333333334,0.2966666666666667,0.2213333333333333,0.13033333333333333,0.3291388888888889,0.5378611111111111,0.6419722222222223,0.7366666666666667,0.48333333333333334,0.5974984160833353,0.6179847656869533,0.6149462893107362,0.5342181216931217,geometric,MiniLM,0.9000000000000001
0.48,0.3,0.2226666666666667,0.13033333333333333,0.32580555555555557,0.5448055555555557,0.64725,0.7366666666666667,0.48,0.6071410469523832,0.6222643275635149,0.6176707761746307,0.5342955026455026,geometric,MPNet,0.9000000000000001
0.48,0.2922222222222222,0.21933333333333332,0.13033333333333333,0.32580555555555557,0.5284166666666666,0.6380833333333333,0.7366666666666667,0.48,0.5920619835714305,0.6137442314663395,0.6110472377402015,0.5294231481481482,geometric,MiniLM,0.9500000000000001
0.48,0.2966666666666667,0.22133333333333335,0.13033333333333333,0.32580555555555557,0.5403611111111112,0.6449166666666667,0.7366666666666667,0.48,0.6013472453095263,0.6150091510304467,0.6117510457373603,0.5303867724867725,geometric,MPNet,0.9500000000000001
