Precision@1,Precision@3,Precision@5,Precision@10,Recall@1,Recall@3,Recall@5,Recall@10,nDCG@1,nDCG@3,nDCG@5,nDCG@10,MAP,method,model,alpha
0.6333333333333333,0.3511111111111111,0.23933333333333337,0.13033333333333333,0.4535833333333333,0.6406388888888889,0.6944166666666667,0.7366666666666667,0.6333333333333333,0.6891856405535726,0.692660244286491,0.6830492830096201,0.6466080687830688,log_weighted,MiniLM,0.05
0.67,0.37,0.252,0.13033333333333333,0.4891388888888889,0.6723055555555555,0.7216944444444444,0.7366666666666667,0.67,0.7043643251190487,0.706841083718497,0.7044907699816462,0.6831801587301588,log_weighted,MPNet,0.05
0.6366666666666667,0.35,0.24066666666666667,0.13033333333333333,0.4563611111111111,0.6363055555555555,0.6983055555555556,0.7366666666666667,0.6366666666666667,0.6858523072202392,0.6915092177857575,0.6808325399453192,0.6466027777777779,log_weighted,MiniLM,0.1
0.6666666666666666,0.37111111111111106,0.252,0.13033333333333333,0.4884722222222223,0.6734166666666666,0.7216944444444444,0.7366666666666667,0.6666666666666666,0.7019038568095249,0.7043154225465852,0.7021093293390857,0.6820095238095238,log_weighted,MPNet,0.1
0.6333333333333333,0.34777777777777774,0.24133333333333334,0.13033333333333333,0.45469444444444446,0.6335277777777778,0.6996944444444444,0.7366666666666667,0.6333333333333333,0.6840069559880965,0.6880236912633798,0.6788794755582456,0.6441702380952381,log_weighted,MiniLM,0.15000000000000002
0.6633333333333333,0.3711111111111111,0.252,0.13033333333333333,0.4868055555555556,0.6736944444444445,0.7216944444444444,0.7366666666666667,0.6633333333333333,0.7040069559880965,0.7033427579080107,0.7011366647005111,0.6800511904761904,log_weighted,MPNet,0.15000000000000002
0.6333333333333333,0.35,0.242,0.13033333333333333,0.45469444444444446,0.6399166666666667,0.7013611111111111,0.7366666666666667,0.6333333333333333,0.6900585055773822,0.6898458431715451,0.6816398366692914,0.6455161375661376,log_weighted,MiniLM,0.2
0.64,0.36777777777777776,0.25133333333333335,0.13033333333333333,0.4684722222222223,0.6675833333333333,0.7183611111111111,0.7366666666666667,0.64,0.7031340909642868,0.700844960329159,0.6998785553906047,0.6696199735449735,log_weighted,MPNet,0.2
0.6266666666666667,0.35111111111111104,0.24133333333333334,0.13033333333333333,0.44969444444444445,0.63825,0.6990277777777777,0.7366666666666667,0.6266666666666667,0.6848798210119061,0.6839622253970471,0.6798099751912101,0.6419136243386244,log_weighted,MiniLM,0.25
0.63,0.36333333333333334,0.25066666666666665,0.13033333333333333,0.46125,0.6620277777777778,0.7180833333333334,0.7366666666666667,0.63,0.7019038568095249,0.6965339981993403,0.6962176966712216,0.6623937830687829,log_weighted,MPNet,0.25
0.61,0.35,0.24133333333333334,0.13033333333333333,0.4391388888888889,0.63825,0.69625,0.7366666666666667,0.61,0.6790860193690493,0.6794908016531295,0.6772164533957219,0.6354374338624338,log_weighted,MiniLM,0.3
0.6266666666666667,0.36222222222222217,0.25,0.13033333333333333,0.45625,0.6603611111111111,0.7164166666666667,0.7366666666666667,0.6266666666666667,0.6994433885000014,0.69457310789732,0.6932040088784762,0.6574400793650793,log_weighted,MPNet,0.3
0.6066666666666667,0.34444444444444444,0.242,0.13033333333333333,0.43580555555555556,0.6279722222222222,0.6991388888888889,0.7366666666666667,0.6066666666666667,0.6742647039345253,0.6782345055318751,0.6739034433359886,0.6307759259259259,log_weighted,MiniLM,0.35000000000000003
0.6066666666666667,0.36111111111111116,0.24866666666666665,0.13033333333333333,0.43625,0.6586944444444445,0.7139166666666668,0.7366666666666667,0.6066666666666667,0.7006736226547632,0.6945067505164424,0.6925479262129544,0.6458990740740741,log_weighted,MPNet,0.35000000000000003
0.5933333333333334,0.34111111111111103,0.23933333333333331,0.13033333333333333,0.4263611111111111,0.6210277777777778,0.6916388888888889,0.7366666666666667,0.5933333333333334,0.6636495868571444,0.6721663037762058,0.6677492353829741,0.62177791005291,log_weighted,MiniLM,0.4
0.5966666666666667,0.3555555555555555,0.24666666666666667,0.13033333333333333,0.4284722222222222,0.6475833333333334,0.7094722222222223,0.7366666666666667,0.5966666666666667,0.6909313706011919,0.6891910529014209,0.6841819353854969,0.6355009259259259,log_weighted,MPNet,0.4
0.58,0.33888888888888885,0.23866666666666664,0.13033333333333333,0.4146944444444444,0.6175833333333333,0.6870277777777778,0.7366666666666667,0.58,0.6560104339821448,0.6663409342311335,0.6622432866166772,0.6123186507936508,log_weighted,MiniLM,0.45
0.5866666666666667,0.34777777777777774,0.246,0.13033333333333333,0.4184722222222222,0.6353611111111112,0.7086388888888889,0.7366666666666667,0.5866666666666667,0.6867251722440489,0.6848682041947641,0.6806334200112637,0.6269982804232804,log_weighted,MPNet,0.45
0.56,0.33666666666666667,0.23866666666666664,0.13033333333333333,0.39469444444444446,0.61425,0.6885277777777777,0.7366666666666667,0.56,0.6553953169047638,0.6658795973748599,0.6599836043297751,0.5999747354497355,log_weighted,MiniLM,0.5
0.5733333333333334,0.3422222222222222,0.24400000000000002,0.13033333333333333,0.4084722222222222,0.6259166666666667,0.7041944444444445,0.7366666666666667,0.5733333333333334,0.6800585055773822,0.680427491938041,0.6739836303323172,0.6169923280423281,log_weighted,MPNet,0.5
0.5533333333333333,0.33444444444444443,0.23600000000000004,0.13033333333333333,0.3913611111111111,0.6114722222222222,0.6838055555555556,0.7366666666666667,0.5533333333333333,0.6465259298750025,0.6592461760435958,0.6534770738794278,0.5946771164021164,log_weighted,MiniLM,0.55
0.56,0.3411111111111111,0.24333333333333335,0.13033333333333333,0.3968055555555555,0.6225833333333334,0.7030833333333333,0.7366666666666667,0.56,0.6754949380892871,0.6754614495534448,0.6705002388188303,0.6084261904761905,log_weighted,MPNet,0.55
0.5366666666666666,0.32888888888888884,0.2353333333333333,0.13033333333333333,0.3780277777777778,0.59925,0.6814722222222223,0.7366666666666667,0.5366666666666666,0.638986398184526,0.6536617259242385,0.6491889871880996,0.5840693121693121,log_weighted,MiniLM,0.6000000000000001
0.54,0.3333333333333333,0.23800000000000002,0.13033333333333333,0.3784722222222222,0.6111944444444445,0.69275,0.7366666666666667,0.54,0.6684709022916684,0.667267292470994,0.6611896466471237,0.5925558201058201,log_weighted,MPNet,0.6000000000000001
0.5266666666666666,0.32888888888888884,0.2346666666666667,0.13033333333333333,0.3680277777777778,0.5986944444444444,0.679138888888889,0.7366666666666667,0.5266666666666666,0.6392441461309549,0.6489974306145382,0.6456649084317566,0.576592328042328,log_weighted,MiniLM,0.6500000000000001
0.5266666666666666,0.3244444444444445,0.23666666666666666,0.13033333333333333,0.36513888888888885,0.5909166666666666,0.6883055555555556,0.7366666666666667,0.5266666666666666,0.6472406681369065,0.6557910210015897,0.6510873517515423,0.5790186507936507,log_weighted,MPNet,0.6500000000000001
0.5166666666666667,0.32222222222222224,0.23,0.13033333333333333,0.3558055555555556,0.5842499999999999,0.6673611111111112,0.7366666666666667,0.5166666666666667,0.628371281107145,0.6425418474494522,0.6382756732073318,0.5653275132275133,log_weighted,MiniLM,0.7000000000000001
0.5133333333333333,0.32,0.23333333333333334,0.13033333333333333,0.3534722222222222,0.5792499999999999,0.6815277777777778,0.7366666666666667,0.5133333333333333,0.6326771006488113,0.6507930675390102,0.6428586158677404,0.5669747354497354,log_weighted,MPNet,0.7000000000000001
0.51,0.31555555555555553,0.228,0.13033333333333333,0.3491388888888889,0.5753611111111112,0.6618055555555555,0.7366666666666667,0.51,0.62380771361905,0.6343768256034159,0.6316525527577979,0.5573685185185184,log_weighted,MiniLM,0.7500000000000001
0.5033333333333333,0.31555555555555553,0.23133333333333336,0.13033333333333333,0.3451388888888889,0.5720277777777778,0.6754166666666667,0.7366666666666667,0.5033333333333333,0.6253953169047638,0.6433808988995556,0.6376453571805983,0.55932791005291,log_weighted,MPNet,0.7500000000000001
0.49666666666666665,0.30666666666666664,0.22666666666666666,0.13033333333333333,0.33913888888888893,0.55425,0.6590277777777778,0.7366666666666667,0.49666666666666665,0.6093437673154781,0.6301216977845824,0.6260171632828393,0.5480550264550265,log_weighted,MiniLM,0.8
0.49666666666666665,0.30666666666666664,0.22733333333333333,0.13033333333333333,0.3401388888888889,0.5570277777777778,0.6631944444444444,0.7366666666666667,0.49666666666666665,0.6181135331607163,0.6354703977676315,0.6300825060783781,0.5511083333333333,log_weighted,MPNet,0.8
0.48333333333333334,0.2988888888888889,0.22533333333333336,0.13033333333333333,0.3291388888888889,0.5425833333333334,0.65625,0.7366666666666667,0.48333333333333334,0.6014468664940497,0.6247496838067045,0.6191536576068762,0.5380043209876543,log_weighted,MiniLM,0.8500000000000001
0.4866666666666667,0.2955555555555555,0.22599999999999998,0.13033333333333333,0.3324722222222222,0.5350833333333334,0.6581944444444444,0.7366666666666667,0.4866666666666667,0.6030344697797635,0.6268927236161589,0.6229415247813677,0.5416405643738976,log_weighted,MPNet,0.8500000000000001
